order_id,order_date,region,sales_channel,product_category,customer_segment,quantity,unit_price,discount_rate,revenue,cost,return_flag
ORD-100056,2026-01-11,Saint Petersburg,marketplace,Home,B2C,1,7404.14,0.077,6831.56,4590.57,0
ORD-100057,2026-01-12,Moscow,offline,Accessories,B2B,1,2625.86,0.11,2336.4,1181.64,0
ORD-100058,2026-01-12,Ekaterinburg,marketplace,Accessories,SMB,1,2918.72,0.119,2571.24,1313.42,0
ORD-100059,2026-01-12,Saint Petersburg,marketplace,Software,B2B,2,12279.83,0.129,21380.02,9332.67,1
ORD-100060,2026-01-12,Ekaterinburg,offline,Home,B2C,2,8222.52,0.11,14634.22,10195.92,1
ORD-100061,2026-01-13,Ekaterinburg,online,Accessories,B2C,4,2645.3,0.098,9541.72,4761.54,0
ORD-100062,2026-01-13,Saint Petersburg,marketplace,Office,B2C,5,6640.59,0.139,28573.3,18925.68,0
ORD-100063,2026-01-13,Rostov-on-Don,online,Electronics,B2C,5,16700.11,0.073,77445.64,56780.37,0
ORD-100064,2026-01-13,Kazan,online,Software,B2C,1,14287.02,0.056,13493.01,5429.07,0
ORD-100065,2026-01-13,Kazan,partner,Home,SMB,3,7560.9,0.1,20423.89,14063.27,0
ORD-100066,2026-01-13,Kazan,partner,Software,B2C,4,12922.71,0.121,45448.15,19642.52,0
ORD-100067,2026-01-14,Novosibirsk,marketplace,Electronics,B2B,1,21005.75,0.09,19109.38,14283.91,0
ORD-100068,2026-01-14,Kazan,online,Home,SMB,3,9527.22,0.133,24789.78,17720.63,0
ORD-100069,2026-01-14,Ekaterinburg,offline,Accessories,SMB,5,2397.08,0.142,10282.1,5393.43,0
ORD-100070,2026-01-14,Saint Petersburg,marketplace,Office,B2C,3,9853.7,0.109,26333.19,16849.83,0
ORD-100071,2026-01-15,Ekaterinburg,online,Office,B2C,1,7904.0,0.073,7327.59,4505.28,0
ORD-100072,2026-01-15,Kazan,marketplace,Home,B2B,2,7338.97,0.128,12798.63,9100.32,0
ORD-100073,2026-01-15,Saint Petersburg,marketplace,Home,B2C,1,6648.06,0.131,5775.01,4121.8,0
ORD-100074,2026-01-15,Kazan,online,Home,Enterprise,2,6172.85,0.105,11045.81,7654.33,0
ORD-100075,2026-01-15,Ekaterinburg,online,Home,SMB,5,6698.31,0.046,31959.73,20764.76,0
ORD-100076,2026-01-15,Kazan,marketplace,Home,B2B,5,7524.04,0.069,35026.95,23324.52,0
ORD-100077,2026-01-16,Moscow,partner,Office,B2B,2,11915.79,0.127,20794.83,13584.0,0
ORD-100078,2026-01-16,Kazan,offline,Software,B2C,1,16874.49,0.1,15183.74,6412.31,0
ORD-100079,2026-01-16,Saint Petersburg,online,Accessories,B2B,1,2842.62,0.111,2525.73,1279.18,0
ORD-100080,2026-01-16,Moscow,marketplace,Software,B2B,3,12399.68,0.151,31596.87,14135.64,0
ORD-100081,2026-01-16,Rostov-on-Don,online,Software,B2B,2,11673.57,0,23347.14,8871.91,0
ORD-100082,2026-01-16,Ekaterinburg,online,Electronics,B2C,1,19151.16,0.071,17796.49,13022.79,0
ORD-100083,2026-01-16,Moscow,marketplace,Home,SMB,2,5903.67,0.049,11224.16,7320.55,0
ORD-100084,2026-01-16,Rostov-on-Don,offline,Accessories,B2B,2,3206.75,0.029,6225.93,2886.08,0
ORD-100085,2026-01-17,Kazan,marketplace,Accessories,Enterprise,2,2124.21,0.107,3794.77,1911.79,0
ORD-100086,2026-01-17,Saint Petersburg,offline,Office,SMB,3,9188.74,0.064,25789.69,15712.75,0
ORD-100087,2026-01-17,Novosibirsk,offline,Accessories,B2C,3,2755.83,0.023,8079.22,3720.37,0
ORD-100088,2026-01-17,Kazan,offline,Electronics,B2C,5,11138.67,0.099,50192.34,37871.48,0
ORD-100089,2026-01-18,Saint Petersburg,marketplace,Home,SMB,1,6639.92,0.096,6000.36,4116.75,0
ORD-100090,2026-01-18,Saint Petersburg,online,Office,B2C,5,7805.58,0.097,35232.92,22245.9,0
ORD-100091,2026-01-18,Kazan,offline,Accessories,B2C,1,2525.52,0.014,2490.19,1136.48,0
ORD-100092,2026-01-18,Kazan,partner,,B2C,2,21599.19,0.144,36962.69,29374.9,0
ORD-100093,2026-01-18,Moscow,offline,Home,B2B,1,9780.73,0.066,9138.12,6064.05,0
ORD-100094,2026-01-18,Novosibirsk,offline,Electronics,SMB,2,15198.6,0.145,25987.27,20670.1,0
ORD-100095,2026-01-19,Moscow,online,Office,B2B,3,9925.57,0.082,27349.62,16972.72,0
ORD-100096,2026-01-19,Saint Petersburg,marketplace,Software,B2C,1,11382.74,0.039,10938.86,4325.44,0
ORD-100097,2026-01-19,Saint Petersburg,offline,Software,B2C,3,8401.24,0.135,21805.8,9577.41,0
ORD-100098,2026-01-19,Moscow,online,Software,SMB,1,10984.5,0.111,9763.22,4174.11,0
ORD-100099,2026-01-20,Ekaterinburg,marketplace,Home,Enterprise,2,8448.36,0.12,14862.34,10475.97,0
ORD-100100,2026-01-20,Saint Petersburg,offline,Software,B2C,3,9340.33,0.101,25183.41,10647.98,0
ORD-100101,2026-01-20,Rostov-on-Don,online,Office,B2B,2,11495.83,0.007,22825.7,13105.25,0
ORD-100102,2026-01-20,Moscow,marketplace,Home,SMB,4,7462.37,0.115,26418.99,18506.68,0
ORD-100103,2026-01-20,Ekaterinburg,offline,Software,B2C,2,13628.72,0.039,26196.94,10357.83,0
ORD-100104,2026-01-20,Moscow,marketplace,Software,B2C,1,13621.98,0.147,11615.37,5176.35,0
ORD-100105,2026-01-21,Kazan,online,Electronics,B2B,2,14185.78,0.055,26797.24,19292.66,0
ORD-100106,2026-01-21,Ekaterinburg,marketplace,Office,B2C,1,8858.62,0.123,7771.32,5049.41,0
ORD-100107,2026-01-21,Rostov-on-Don,marketplace,Home,B2C,1,9468.81,0.085,8663.73,5870.66,0
ORD-100108,2026-01-21,Moscow,marketplace,Home,B2C,3,6872.54,0.126,18012.39,12782.92,0
ORD-100109,2026-01-22,Ekaterinburg,marketplace,Software,Enterprise,3,12484.3,0.162,31371.66,14232.1,0
ORD-100110,2026-01-22,Ekaterinburg,marketplace,Home,B2B,1,8450.81,0.114,7485.76,5239.5,0
ORD-100111,2026-01-22,Saint Petersburg,online,Electronics,Enterprise,1,14337.17,0.084,13139.16,9749.28,0
ORD-100112,2026-01-23,Rostov-on-Don,marketplace,Office,B2C,3,6420.91,0.126,16843.74,10979.76,0
ORD-100113,2026-01-23,Rostov-on-Don,online,Electronics,Enterprise,4,14701.13,0,58804.52,39987.07,0
ORD-100114,2026-01-23,Saint Petersburg,marketplace,Accessories,B2C,2,1854.29,0.13,3225.07,1668.86,0
ORD-100115,2026-01-23,Rostov-on-Don,online,Accessories,B2C,1,2931.53,0.036,2826.43,1319.19,0
ORD-100116,2026-01-23,Moscow,marketplace,Home,Enterprise,1,6420.21,0.139,5526.05,3980.53,0
ORD-100117,2026-01-24,Moscow,offline,Electronics,B2C,1,20224.33,0.051,19199.28,13752.54,0
ORD-100118,2026-01-24,Ekaterinburg,marketplace,Accessories,B2B,3,1704.42,0.031,4954.12,2300.97,0
ORD-100119,2026-01-24,Saint Petersburg,online,Electronics,B2C,5,11829.86,0.134,51236.04,40221.52,0
ORD-100120,2026-01-24,Moscow,partner,Electronics,Enterprise,3,17667.76,0.085,48495.68,36042.23,0
ORD-100121,2026-01-24,Moscow,online,Software,Enterprise,3,13129.06,0.142,33781.74,14967.13,0
ORD-100122,2026-01-24,Novosibirsk,online,Accessories,SMB,3,2201.32,0.052,6262.42,2971.78,0
ORD-100123,2026-01-25,Novosibirsk,online,Office,SMB,1,7604.65,0.125,6655.48,4334.65,0
ORD-100124,2026-01-25,,online,Electronics,B2C,1,18893.79,0.087,17250.75,12847.78,0
ORD-100125,2026-01-25,Saint Petersburg,online,Accessories,B2B,3,3054.47,0.038,8813.58,4123.53,0
ORD-100126,2026-01-25,Moscow,partner,Accessories,SMB,1,3053.15,0.11,2718.44,1373.92,0
ORD-100127,2026-01-26,Moscow,online,Home,B2B,2,6709.34,0.032,12990.21,8319.58,0
ORD-100128,2026-01-26,Kazan,offline,Home,SMB,1,5544.26,0.002,5531.72,3437.44,0
ORD-100129,2026-01-26,Saint Petersburg,marketplace,Software,B2C,3,9190.2,0.134,23874.22,10476.83,0
ORD-100130,2026-01-27,Moscow,partner,Home,B2C,3,7473.17,0.08,20626.71,13900.1,0
ORD-100131,2026-01-27,Kazan,offline,Accessories,B2B,1,2802.38,0.096,2533.47,1261.07,0
ORD-100132,2026-01-27,Novosibirsk,marketplace,Accessories,Enterprise,2,2147.66,0.133,3724.82,1932.89,0
ORD-100133,2026-01-27,Moscow,marketplace,Home,B2C,3,4957.08,0.09,13537.69,9220.17,0
ORD-100134,2026-01-27,Kazan,offline,Accessories,B2C,4,2669.98,0.042,10228.22,4805.96,0
ORD-100135,2026-01-28,Rostov-on-Don,online,Accessories,B2C,1,2406.03,0.057,2268.14,1082.71,0
ORD-100136,2026-01-28,Moscow,offline,Software,B2C,2,13025.76,0.099,23475.49,9899.58,0
ORD-100137,2026-01-28,Kazan,marketplace,Software,B2C,3,12847.92,0.107,34410.65,14646.63,0
ORD-100138,2026-01-28,Saint Petersburg,online,Accessories,B2B,1,3019.72,0.109,2691.61,1358.87,0
ORD-100139,2026-01-28,Moscow,online,Office,Enterprise,1,10664.54,0.163,8931.44,6078.79,0
ORD-100140,2026-01-28,Moscow,online,Accessories,B2C,2,2881.98,0.106,5154.2,2593.78,0
ORD-100141,2026-01-28,Ekaterinburg,online,Office,B2C,3,7752.74,0.087,21227.4,13257.19,0
ORD-100142,2026-01-28,Saint Petersburg,offline,Home,B2B,1,4287.19,0.129,3736.28,2658.06,0
ORD-100143,2026-01-29,Ekaterinburg,online,Office,B2C,1,7909.67,0.086,7230.14,4508.51,0
ORD-100144,2026-01-29,Ekaterinburg,online,Software,SMB,-1,10221.07,0.033,9879.04,3884.01,0
ORD-100145,2026-01-29,Saint Petersburg,partner,Accessories,B2B,1,2776.33,0.089,2530.58,1249.35,0
ORD-100146,2026-01-29,Ekaterinburg,online,Electronics,Enterprise,2,12385.22,0.082,22749.93,16843.9,0
ORD-100147,2026-01-29,Novosibirsk,offline,Accessories,Enterprise,1,2885.79,0.064,2702.04,1298.61,0
ORD-100148,2026-01-29,Kazan,marketplace,Office,B2B,1,11200.21,0.102,10059.01,6384.12,0
ORD-100149,2026-01-29,Ekaterinburg,partner,Home,B2C,2,5758.08,0.105,10307.11,7140.02,0
ORD-100150,2026-01-30,Saint Petersburg,marketplace,Software,B2B,1,10779.16,0.087,9845.87,4096.08,0
ORD-100151,2026-01-30,Saint Petersburg,marketplace,Software,B2B,1,12032.86,0.145,10289.39,4572.49,0
ORD-100152,2026-01-30,Saint Petersburg,online,Electronics,B2C,1,11849.13,0.029,11502.27,8057.41,0
ORD-100153,2026-01-30,Moscow,marketplace,Electronics,B2C,3,12528.14,0.054,35567.49,25557.41,0
ORD-100154,2026-01-30,Moscow,online,Accessories,Enterprise,2,2029.08,0.104,3637.04,1826.17,0
ORD-100155,2026-01-30,Saint Petersburg,marketplace,Home,SMB,2,7982.74,0.057,15061.33,9898.6,0
ORD-100156,2026-01-30,Saint Petersburg,online,Accessories,B2C,1,2743.85,0.165,2291.9,1234.73,0
ORD-100157,2026-01-30,Moscow,online,Home,SMB,1,7312.88,0,7312.88,4533.99,0
ORD-100158,2026-01-31,Novosibirsk,offline,Accessories,B2B,1,2791.06,0.126,2440.09,1255.98,0
ORD-100159,2026-01-31,Ekaterinburg,online,Software,B2C,3,14912.59,0.06,42072.9,17000.35,0
ORD-100160,2026-01-31,Moscow,online,Accessories,Enterprise,3,2743.38,0.055,7776.71,3703.56,0
ORD-100161,2026-02-01,Saint Petersburg,online,Software,B2C,2,15891.06,0.064,29732.33,12077.21,0
ORD-100162,2026-02-01,Moscow,offline,Electronics,SMB,2,20452.2,0.126,35730.71,27814.99,0
ORD-100163,2026-02-01,Ekaterinburg,online,Home,Enterprise,1,4183.95,0.117,3694.23,2594.05,0
ORD-100164,2026-02-01,Saint Petersburg,online,Office,B2C,2,9992.48,0.209,15816.58,11391.43,1
ORD-100165,2026-02-01,Novosibirsk,offline,Software,SMB,1,11066.54,0.153,9370.49,4205.29,0
ORD-100166,2026-02-01,Ekaterinburg,offline,Electronics,B2C,1,15796.57,0.156,13334.27,10741.67,0
ORD-100167,2026-02-01,Kazan,online,Accessories,B2C,1,2948.59,0.092,2676.33,1326.87,0
ORD-100168,2026-02-02,Novosibirsk,offline,Electronics,B2B,2,11914.51,0.051,22612.15,16203.73,0
ORD-100169,2026-02-02,Saint Petersburg,offline,Electronics,B2C,2,13305.81,0.074,24630.7,18095.9,0
ORD-100170,2026-02-02,Novosibirsk,offline,Office,B2C,4,11128.54,0.091,40477.26,25373.07,0
ORD-100171,2026-02-02,Saint Petersburg,online,Accessories,B2C,2,2972.62,0.112,5279.22,2675.36,0
ORD-100172,2026-02-02,Saint Petersburg,online,Electronics,B2B,3,12768.79,0,38306.37,26048.33,0
ORD-100173,2026-02-02,Moscow,marketplace,Electronics,Enterprise,1,17526.46,0.202,13989.12,11917.99,0
ORD-100174,2026-02-03,Kazan,online,Software,SMB,1,9656.58,0.135,8357.42,3669.5,0
ORD-100175,2026-02-03,Moscow,online,Home,SMB,3,7982.65,0.056,22614.33,14847.73,0
ORD-100176,2026-02-03,Saint Petersburg,partner,Office,B2B,3,9400.49,0.064,26398.05,16074.84,0
ORD-100177,2026-02-03,Kazan,online,Accessories,B2C,2,2287.51,0.131,3975.9,2058.76,0
ORD-100178,2026-02-03,Saint Petersburg,online,Accessories,SMB,1,2860.52,0.08,2632.74,1287.23,0
ORD-100179,2026-02-03,Moscow,offline,Software,B2C,3,9709.51,0,29128.53,11068.84,0
ORD-100180,2026-02-04,Saint Petersburg,online,Accessories,B2C,2,1787.75,0.154,3023.23,1608.98,1
ORD-100181,2026-02-04,Saint Petersburg,online,Electronics,B2C,1,17786.01,0.109,15845.27,12094.49,0
ORD-100182,2026-02-04,Rostov-on-Don,online,Home,B2C,2,7539.94,0.07,14029.57,9349.53,0
ORD-100183,2026-02-04,Moscow,offline,Accessories,B2B,5,2574.85,0.101,11579.68,5793.41,0
ORD-100184,2026-02-04,Ekaterinburg,partner,Electronics,SMB,5,20260.68,0.075,93706.01,68886.31,0
ORD-100185,2026-02-04,Moscow,online,Office,B2C,2,9174.56,0.056,17313.12,10459.0,0
ORD-100186,2026-02-04,Rostov-on-Don,marketplace,Home,B2C,2,5946.15,0.153,10068.61,7373.23,0
ORD-100187,2026-02-05,Moscow,online,Accessories,Enterprise,3,1739.47,0.069,4858.39,2348.28,0
ORD-100188,2026-02-05,Rostov-on-Don,offline,Electronics,B2C,2,12694.67,0.148,21631.83,17264.75,0
ORD-100189,2026-02-05,Moscow,partner,Accessories,B2C,4,2717.81,0.087,9925.15,4892.06,0
ORD-100190,2026-02-05,Saint Petersburg,marketplace,Electronics,B2C,4,20399.74,0.055,77104.09,55487.29,0
ORD-100191,2026-02-06,Kazan,offline,Home,B2C,2,5607.66,0.051,10640.65,6953.5,0
ORD-100192,2026-02-06,Rostov-on-Don,online,Accessories,Enterprise,1,2621.42,0.068,2444.3,1179.64,0
ORD-100193,2026-02-06,Moscow,online,Accessories,B2B,2,3426.51,0.096,6196.06,3083.86,0
ORD-100194,2026-02-06,Moscow,online,Accessories,SMB,1,1841.67,0.098,1661.95,828.75,0
ORD-100195,2026-02-06,Saint Petersburg,online,Office,B2C,4,7353.87,0.188,23888.76,16766.82,0
ORD-100196,2026-02-06,Kazan,online,Accessories,B2C,1,2264.35,0.087,2067.66,1018.96,0
ORD-100197,2026-02-06,Novosibirsk,offline,Software,Enterprise,4,13954.46,0,55817.84,21210.78,0
ORD-100198,2026-02-07,Saint Petersburg,offline,Accessories,B2C,1,3573.14,0.094,3237.3,1607.91,0
ORD-100199,2026-02-07,Moscow,online,Software,B2C,2,14326.28,0.041,27485.79,10887.97,0
ORD-100200,2026-02-07,Novosibirsk,offline,Office,SMB,3,9641.94,0.042,27712.05,16487.72,0
ORD-100201,2026-02-07,Moscow,offline,Office,B2C,2,9625.2,0.048,18331.59,10972.73,0
ORD-100202,2026-02-08,Moscow,online,Accessories,B2C,5,2098.72,0.066,9796.44,4722.12,0
ORD-100203,2026-02-08,Saint Petersburg,online,Accessories,B2C,3,2681.18,0.034,7767.33,3619.59,0
ORD-100204,2026-02-08,Moscow,partner,Software,B2C,1,8910.3,0.029,8655.55,3385.91,0
ORD-100205,2026-02-08,Kazan,offline,Office,B2B,2,11025.54,0.084,20204.44,12569.12,0
ORD-100206,2026-02-08,Moscow,marketplace,Office,SMB,2,8398.02,0.105,15035.72,9573.74,0
ORD-100207,2026-02-08,Moscow,online,Office,B2C,2,8968.45,0.012,17720.22,10224.03,0
ORD-100208,2026-02-08,Moscow,offline,Accessories,SMB,1,2063.01,0.095,1866.85,928.35,0
ORD-100209,2026-02-08,Kazan,offline,Electronics,B2C,3,15362.5,0.018,45255.14,31339.5,0
ORD-100210,2026-02-09,Ekaterinburg,offline,Home,B2C,1,7982.09,0.061,7496.84,4948.9,0
ORD-100211,2026-02-09,Ekaterinburg,offline,Accessories,B2B,2,2620.15,0.108,4673.63,2358.14,0
ORD-100212,2026-02-09,Rostov-on-Don,online,Home,B2C,1,6692.93,0.046,6382.0,4149.62,0
ORD-100213,2026-02-09,Novosibirsk,online,Software,B2C,2,7599.11,0.157,12814.73,5775.32,0
ORD-100214,2026-02-09,Novosibirsk,online,Software,B2C,3,10671.3,0.116,28314.79,12165.28,0
ORD-100215,2026-02-09,Moscow,offline,Office,Enterprise,2,11038.4,0.122,19383.15,12583.78,0
ORD-100216,2026-02-09,Ekaterinburg,offline,Home,B2B,1,5286.89,0.113,4689.73,3277.87,0
ORD-100217,2026-02-10,Kazan,partner,Electronics,B2C,4,18369.23,0.048,69915.45,49964.31,0
ORD-100218,2026-02-10,Saint Petersburg,offline,Software,Enterprise,1,9611.23,0.058,9056.06,3652.27,0
ORD-100219,2026-02-10,Rostov-on-Don,online,Software,SMB,1,18476.27,0.014,18222.99,7020.98,0
ORD-100220,2026-02-10,Rostov-on-Don,partner,Office,Enterprise,4,11711.66,0.083,42957.63,26702.58,0
ORD-100221,2026-02-11,Rostov-on-Don,offline,Home,B2C,4,7839.7,0.044,29984.7,19442.46,0
ORD-100222,2026-02-11,Moscow,offline,Electronics,B2C,1,15572.18,0.009,15424.27,10589.08,0
ORD-100223,2026-02-11,Moscow,marketplace,Accessories,SMB,3,2309.19,0.122,6083.59,3117.41,0
ORD-100224,2026-02-11,Saint Petersburg,online,Electronics,B2C,1,16168.7,0,16168.7,10994.72,0
ORD-100225,2026-02-11,Moscow,marketplace,Accessories,B2B,1,2783.75,0.133,2412.31,1252.69,0
ORD-100226,2026-02-12,Ekaterinburg,offline,Accessories,Enterprise,1,2705.88,0.179,2222.07,1217.65,0
ORD-100227,2026-02-12,Rostov-on-Don,online,Office,SMB,4,9642.08,0.008,38256.35,21983.94,0
ORD-100228,2026-02-12,Ekaterinburg,offline,Accessories,SMB,2,2080.19,0.073,3855.32,1872.17,0
ORD-100229,2026-02-12,Novosibirsk,partner,Electronics,B2C,2,18892.57,0.147,32212.48,25693.9,0
ORD-100230,2026-02-12,Ekaterinburg,offline,Accessories,SMB,2,2724.91,0.087,4974.12,2452.42,0
ORD-100231,2026-02-12,Kazan,marketplace,Office,B2C,1,9496.28,0.104,8508.64,5412.88,0
ORD-100232,2026-02-12,Ekaterinburg,offline,Office,B2C,4,11425.49,0.076,42225.55,26050.12,0
ORD-100233,2026-02-12,Moscow,offline,Office ,SMB,5,11723.96,0.14,50425.16,39861.46,0
ORD-100234,2026-02-13,Ekaterinburg,marketplace,Home,B2B,2,6544.61,0.137,11291.3,8115.32,0
ORD-100235,2026-02-13,Moscow,online,Accessories,B2C,1,2239.09,0.036,2159.55,1007.59,0
ORD-100236,2026-02-13,Moscow,online,Accessories,B2C,4,2465.58,0.061,9264.01,4438.04,0
ORD-100237,2026-02-13,Ekaterinburg,marketplace,Office,B2C,1,9860.08,0.126,8616.91,5620.25,0
ORD-100238,2026-02-13,Ekaterinburg,offline,Electronics,B2C,1,16643.34,0.07,15483.29,11317.47,0
ORD-100239,2026-02-13,Novosibirsk,marketplace,Home,B2C,2,6481.73,0.074,12004.18,8037.35,0
ORD-100240,2026-02-14,Saint Petersburg,online,Office,B2B,2,9401.55,0.055,17763.56,10717.77,0
ORD-100241,2026-02-14,Moscow,online,Office,B2B,1,6891.13,0.071,6404.99,3927.94,0
ORD-100242,2026-02-14,Moscow,offline,Home,B2C,1,7440.04,0.063,6974.5,4612.82,0
ORD-100243,2026-02-14,Saint Petersburg,offline,Electronics,B2B,1,15919.07,0.116,14075.67,10824.97,0
ORD-100244,2026-02-14,Saint Petersburg,offline,Office,SMB,1,7829.71,0.118,6905.64,4462.93,0
ORD-100245,2026-02-14,Novosibirsk,offline,Electronics,B2B,1,17603.55,0.164,14711.38,11970.41,0
ORD-100246,2026-02-14,Moscow,online,Software,SMB,3,12130.32,0,36390.96,13828.56,0
ORD-100247,2026-02-14,Saint Petersburg,online,Accessories,B2C,1,1863.66,0.092,1691.87,838.65,0
ORD-100248,2026-02-15,Saint Petersburg,online,Office,Enterprise,2,11525.83,0.005,22935.27,13139.45,0
ORD-100248,2026-02-15,Saint Petersburg,online,Office,Enterprise,2,11525.83,0.005,23164.62,13139.45,0
