order_id,order_date,client_id,product_id,region_id,channel,quantity,unit_price,discount
ORD-1095,2026-01-01,C013,P022,R09,partner,8,7150.0,0
ORD-1096,2026-06-09,C014,P025,R05, Mobile_App ,8,6270.0,0
ORD-1097,2026-02-03,C008,P030,R01,offline,5,1760.0,0.15
ORD-1098,2026-02-10,C015,P010,R02,mobile_app,1,10890.0,0
ORD-1099,2026-01-31,C033,P021,R05, PARTNER ,3,4510.0,0.1
ORD-1100,2026-05-04,C010,P016,R07,offline,4,495.0,0.2
ORD-1101,2026-06-03,C050,P017,R07,partner,3,1140.0,0.1
ORD-1102,2026-05-10,C054,P009,, ONLINE ,1,3664.5,0.1
ORD-1103,2026-04-25,C036,P018,R09, PARTNER ,8,2310.0,0.1
ORD-1104,2026-04-27,C037,P030,R07,offline,6,1600.0,0.05
ORD-1105,2026-04-16,C025,P002,R03,mobile_app,6,3520.0,0.15
ORD-1106,2026-01-10,C007,P005,R09,mobile_app,6,1995.0,0.15
ORD-1107,2026-01-04,C005,P024,R08, Offline ,3,1078.0,0.05
ORD-1108,2026-03-28,C055,P020,R09, PARTNER ,7,1330.0,0.1
ORD-1109,2026-03-23,C005,P021,R04, Offline ,8,3895.0,0.2
ORD-1110,2026-02-28,C049,P024,R02,mobile_app,2,1078.0,0
ORD-1111,2026-02-12,C021,P023,R01, Offline ,5,1662.5,0
ORD-1112,2026-04-02,C034,P012,R07, ONLINE ,7,8900.0,0.05
ORD-1113,2026-02-13,C044,P006,R04,mobile_app,2,8690.0,0.2
ORD-1114,2026-05-30,C030,P005,R05,online,4,2310.0,0.1
ORD-1115,2026-04-30,C029,P029,R06, Offline ,5,2300.0,0
ORD-1116,2026-06-13,C013,P014,R07,mobile_app,5,25190.0,0.1
ORD-1117,2026-01-28,C019,P008,R05,online,7,0,0.2
ORD-1118,2026-06-18,C056,P013,R01,mobile_app,5,14155.0,0.2
ORD-1119,2026-03-15,C041,P025,R04, Offline ,4,5985.0,0.05
ORD-1120,2026-06-23,C020,P025,R08,online,3,5415.0,0
ORD-1121,2026-05-29,C021,P012,R07, ONLINE ,3,8455.0,0.1
ORD-1122,2026-02-21,C017,P999,R08, Offline ,6,2205.0,0.05
ORD-1123,2026-03-28,C010,P026,R04, PARTNER ,2,7920.0,0
ORD-1124,2026-05-23,C017,P012,R09,Online,2,9790.0,0
ORD-1125,2026-04-27,C007,P012,R04,mobile_app,5,9790.0,0.1
ORD-1126,2026-01-07,C041,P020,R08, Offline ,6,1400.0,0
ORD-1127,2026-06-16,C003,P014,R05,mobile_app,2,22900.0,0
ORD-1128,2026-01-30,C030,P004,R06, Mobile_App ,4,550.0,0.15
ORD-1129,2026-04-18,C054,P019,R08, PARTNER ,3,17490.0,0
ORD-1130,2026/05/03,C029,P002,R04,partner,6,3200.0,0.15
ORD-1131,2026-01-26,C026,P022,R05,offline,6,6825.0,0
ORD-1132,2026-02-01,C042,P028,R01,online,8,8075.0,0.05
ORD-1133,2026-03-27,C054,P008,R09,offline,3,1900.0,0
ORD-1134,2026-05-31,C051,P007,, Offline ,4,13545.0,0.05
ORD-1135,2026-02-07,C043,P005,R01, ONLINE ,5,2100.0,0
ORD-1136,2026-01-04,C012,P012,R05,online,4,9345.0,0
ORD-1137,2026-02-02,C031,P024,R08,partner,7,931.0,0
ORD-1138,2026-05-12,C015,P019,R01, Mobile_App ,2,17490.0,0.2
ORD-1139,2026-03-19,C055,P015,R07, PARTNER ,1,855.0,0.15
ORD-1140,2026-06-25,C058,P004,R02,partner,8,605.0,0
ORD-1141,2026-06-05,C040,P005,R09,partner,2,2100.0,0.1
ORD-1142,2026-04-08,C039,P020,R07,Online,5,1540.0,0.2
ORD-1143,2026-06-29,C057,P004,R04, PARTNER ,4,605.0,0.15
ORD-1144,2026-03-28,C047,P027,R02,partner,8,20350.0,0.15
ORD-1145,2026-04-20,,P011,R08,Online,5,4725.0,0.05
ORD-1146,2026-01-24,C007,P027,R06, ONLINE ,2,17575.0,0.15
ORD-1147,2026-05-23,C023,P002,R07,online,6,3040.0,0.15
ORD-1148,2026-03-15,C037,P020,R09,offline,5,1470.0,0
ORD-1149,2026-02-09,C023,P022,R09,partner,8,6500.0,0
ORD-1150,2026-01-30,C055,P025,R99, Mobile_App ,5,5700.0,0.15
ORD-1151,2026-01-07,C018,P020,R05,partner,5,1330.0,0.05
ORD-1152,2026-03-31,C043,P001,R07,Online,3,1450.0,0.2
ORD-1153,2026-02-06,C014,P024,R07, PARTNER ,1,931.0,0.2
ORD-1154,2026-04-27,C047,P011,R06,Online,3,4725.0,0.1
ORD-1155,2026-01-14,C018,P005,R08, PARTNER ,3,1995.0,0
ORD-1156,2026-05-05,C014,P020,R09,Online,8,1540.0,0.1
ORD-1157,2026-03-30,C032,P014,R09, Offline ,2,24045.0,0.2
ORD-1158,2026-01-12,C014,P008,R05,offline,7,1805.0,0
ORD-1159,2026-02-05,C008,P025,R01,mobile_app,5,5985.0,0.1
ORD-1160,not_a_date,C046,P006,R04, Mobile_App ,3,8690.0,0.2
ORD-1161,2026-05-24,C056,P027,R01, PARTNER ,6,17575.0,0.15
ORD-1162,2026-01-05,C028,P015,R07, PARTNER ,2,945.0,0.2
ORD-1163,2026-03-16,C011,P004,R08,partner,7,522.5,0.1
ORD-1164,2026-01-23,C038,P014,R07, Mobile_App ,2,22900.0,0.15
ORD-1165,2026-01-21,C022,P013,R03,Online,5,15645.0,0.05
ORD-1166,2026-05-11,C023,P021,R03,offline,2,4100.0,0.1
ORD-1167,2026-01-27,C039,P005,R03,Online,5,2100.0,0.05
ORD-1168,2026-02-15,C049,P025,,partner,8,6270.0,0.2
ORD-1169,2026-06-10,C031,P011,R08, Offline ,3,4950.0,0
ORD-1170,2026-03-12,C005,P019,R05,mobile_app,1,16695.0,0.2
ORD-1171,2026-04-26,C005,P002,R02, Mobile_App ,1,3360.0,0.1
ORD-1172,2026-04-09,C042,P015,R04,partner,1,990.0,0.2
ORD-1173,2026-06-04,C007,P016,R06,Online,3,427.5,0.15
ORD-1174,2026-05-10,C046,P021,R08,mobile_app,-3,3895.0,0.05
ORD-1175,2026-05-15,C059,P017,R05, PARTNER ,3,1260.0,0.1
ORD-1176,2026-04-15,C005,P025,R06,Online,6,5415.0,0.1
ORD-1177,2026-05-23,C047,P022,R03,partner,7,6825.0,0.1
ORD-1178,2026-01-21,C042,P019,R07, ONLINE ,3,16695.0,0.1
ORD-1179,2026-06-02,C025,P023,R06, ONLINE ,2,1837.5,0.2
ORD-1180,2026-06-21,C024,P023,R01,partner,2,1925.0,0.2
ORD-1181,2026-03-21,C013,P006,R04, ONLINE ,4,8295.0,0.15
ORD-1182,2026-02-09,C050,P003,R09, Mobile_App ,5,1187.5,0.2
ORD-1183,2026-01-10,C025,P999,R03, ONLINE ,6,6500.0,0.2
ORD-1184,2026-02-16,C027,P027,R06,offline,3,20350.0,0
ORD-1185,2026-04-24,C035,P020,R04, Offline ,5,1540.0,0.05
ORD-1186,2026-05-01,C029,P029,R08, Offline ,4,2415.0,0.2
ORD-1187,2026-04-08,C052,P017,R03, Offline ,7,1200.0,0.05
ORD-1188,2026-01-14,C060,P021,R02, Mobile_App ,8,4305.0,0.2
ORD-1189,2026-02-01,C029,P010,R09, ONLINE ,2,9900.0,0.1
ORD-1190,2026-04-22,C060,P003,R01, PARTNER ,4,1375.0,0.1
ORD-1191,2026-01-14,C006,P013,R06,offline,6,14900.0,1.2
ORD-1192,2026-01-08,C009,P011,R01, Offline ,2,4725.0,0.05
ORD-1193,2026-05-01,C040,P023,R01,Online,3,1925.0,0.15
ORD-1194,2026-01-05,C047,P009,R09, PARTNER ,4,3490.0,0.2
ORD-1195,2026-01-29,C008,P025,R01,offline,5,5700.0,0.1
ORD-1196,2026-04-18,C054,P021,R08, Mobile_App ,8,3895.0,0
ORD-1197,2026-01-05,C028,P021,R01,partner,4,4100.0,0.1
ORD-1198,2026-03-03,C034,P019,R06,Online,7,15900.0,0
ORD-1199,2026-05-15,C003,P018,R07,partner,1,0,0.15
ORD-1200,2026-03-06,C023,P024,R04,Online,1,1029.0,0
ORD-1201,2026-05-29,C023,P024,R09,partner,6,980.0,0
ORD-1202,2026-06-14,C052,P006,R03,Online,8,8690.0,0.05
ORD-1203,2026-04-28,C051,P002,R04,online,5,3200.0,0
ORD-1204,2026-03-22,C031,P030,R05,online,5,1760.0,0.2
ORD-1205,2026-06-15,C056,P007,R06, Offline ,5,13545.0,0
ORD-1206,2026-02-01,C048,P026,, PARTNER ,6,7920.0,0.15
ORD-1207,2026-03-28,,P006,R09, Offline ,8,8690.0,0.1
ORD-1208,2026-01-22,C039,P024,R03, Mobile_App ,7,931.0,0.15
ORD-1209,2026-03-17,C043,P011,R05, Offline ,2,4275.0,0.1
ORD-1210,2026-04-25,C023,P020,R08,online,7,1400.0,0.15
ORD-1211,2026-04-01,C005,P020,R07,partner,7,1470.0,0
ORD-1212,2026-05-12,C055,P026,R99,online,3,6840.0,0.05
ORD-1213,2026-02-02,C025,P003,R01, ONLINE ,4,1312.5,0.1
ORD-1214,2026-06-23,C049,P015,R02, ONLINE ,6,945.0,0.15
ORD-1215,2026-05-16,C016,P012,R02,online,7,9345.0,0.1
ORD-1216,2026-02-17,C050,P016,R05,mobile_app,7,427.5,0.1
ORD-1217,2026-02-24,C008,P020,R03,Online,5,1540.0,0.05
ORD-1218,2026-04-26,C043,P006,R06,Online,8,7505.0,0.1
ORD-1219,2026-05-21,C046,P018,R03,partner,5,2310.0,0.05
ORD-1220,2026/02/23,C016,P008,R08,online,2,1900.0,0.05
ORD-1221,2026-04-03,C009,P018,R02,Online,6,2420.0,0.2
ORD-1222,2026-03-21,C053,P013,R02, ONLINE ,8,16390.0,0.15
ORD-1223,2026-03-23,C044,P021,R09,partner,2,4510.0,0.15
ORD-1224,2026-02-02,C033,P029,R01,Online,3,2300.0,0.15
ORD-1225,2026-05-13,C021,P005,R04,partner,5,2100.0,0.05
ORD-1226,2026-05-13,C013,P029,R09, Offline ,5,2185.0,0.1
ORD-1227,2026-02-02,C042,P021,R03, ONLINE ,5,3895.0,0.2
ORD-1228,2026-02-13,C006,P022,R01, Offline ,6,6175.0,0
ORD-1229,2026-06-16,C057,P007,R09, Offline ,7,12255.0,0.15
ORD-1230,2026-06-14,C020,P010,R08,Online,8,9900.0,0.15
ORD-1231,2026-06-26,C031,P002,R08,offline,3,3520.0,0.15
ORD-1232,2026-03-29,C047,P020,R06, PARTNER ,3,1470.0,0.1
ORD-1233,2026-02-03,C016,P025,R08,Online,6,5415.0,0.1
ORD-1234,2026-03-10,C004,P015,R05, PARTNER ,4,900.0,0
ORD-1235,2026-06-07,C060,P014,R06,offline,-3,22900.0,0.1
ORD-1236,2026-02-10,C032,P016,R01,Online,8,495.0,0.1
ORD-1237,2026-04-11,C038,P017,R06,online,8,1200.0,0.05
ORD-1238,2026-01-13,C035,P010,R01,Online,8,10890.0,0.1
ORD-1239,2026-04-21,C024,P005,R01, PARTNER ,5,2205.0,0.15
ORD-1240,2026-01-14,C019,P019,R02, PARTNER ,4,16695.0,0.2
ORD-1241,2026-05-10,C007,P015,R07,partner,5,855.0,0.05
ORD-1242,2026-03-28,C039,P018,, PARTNER ,6,2200.0,0.05
ORD-1243,2026-05-09,C046,P002,R06,mobile_app,1,3040.0,0.05
ORD-1244,2026-05-13,C060,P999,R06, ONLINE ,3,900.0,0.1
ORD-1245,2026-04-11,C054,P020,R09, Mobile_App ,5,1470.0,0.2
ORD-1246,2026-05-06,C024,P023,R06,Online,5,1925.0,0
ORD-1247,2026-04-17,C031,P019,R05,offline,5,15105.0,0.2
ORD-1248,2026-01-14,C041,P019,R07, ONLINE ,8,15900.0,0.2
ORD-1249,2026-06-24,C002,P008,R08,partner,1,1805.0,0.05
ORD-1250,2026-04-18,C033,P005,R08,online,7,2100.0,0.15
ORD-1251,2026-06-30,C034,P005,R07,partner,4,2205.0,1.2
ORD-1252,2026-02-14,C040,P015,R08,offline,6,945.0,0.1
ORD-1253,2026-03-05,C050,P009,R05,offline,5,3490.0,0.1
ORD-1254,2026-06-26,C023,P023,R09, Offline ,8,1837.5,0.15
ORD-1255,2026-03-15,C050,P004,R03, Offline ,7,605.0,0.1
ORD-1256,2026-01-11,C042,P010,R05,mobile_app,2,10395.0,0.15
ORD-1257,2026-02-24,C007,P007,R04,offline,5,13545.0,0.05
ORD-1258,2026-01-13,C007,P022,R07,partner,4,6500.0,0
ORD-1259,2026-05-01,C060,P004,R03, PARTNER ,3,522.5,0.2
ORD-1260,2026-06-17,C049,P030,R05,partner,8,1760.0,0.05
ORD-1261,2026-03-15,C015,P021,R99,online,1,3895.0,0.2
ORD-1262,2026-02-14,C051,P014,R08, ONLINE ,3,21755.0,0.15
ORD-1263,2026-03-16,C037,P029,R02,partner,1,2185.0,0.1
ORD-1264,2026-03-14,C030,P015,R05,offline,8,900.0,0.2
ORD-1265,2026-01-29,C046,P011,R03,online,3,4950.0,0.1
ORD-1266,2026-03-28,C040,P026,R07, PARTNER ,5,7200.0,0.05
ORD-1267,2026-05-12,C012,P011,R03,mobile_app,2,4950.0,0
ORD-1268,2026-03-24,C025,P030,R04,mobile_app,4,0,0.1
ORD-1269,2026-03-10,C042,P011,R06,offline,5,4275.0,0.1
ORD-1270,2026-01-16,C011,P022,R07, Mobile_App ,2,7150.0,0.1
ORD-1271,2026-06-30,C024,P025,,offline,5,5415.0,0.1
ORD-1272,2026-02-04,C024,P016,R07, Mobile_App ,3,495.0,0.2
ORD-1273,2026-05-01,C056,P025,R02, Mobile_App ,4,5700.0,0.2
ORD-1274,2026-04-25,C008,P017,R01, Mobile_App ,6,1140.0,0.2
ORD-1275,2026-05-10,C055,P007,R09,mobile_app,3,12900.0,0.1
ORD-1276,2026-01-30,C058,P022,R09,mobile_app,4,7150.0,0
ORD-1277,2026-01-15,C037,P015,R01, Mobile_App ,3,990.0,0.15
ORD-1278,2026-04-29,,P022,R01,offline,5,6175.0,0.15
ORD-1279,2026-05-29,C045,P003,R02, Mobile_App ,1,1375.0,0.1
ORD-1280,not_a_date,C019,P030,R07, ONLINE ,2,1760.0,0
ORD-1281,2026-02-04,C029,P025,R07, PARTNER ,7,5985.0,0.15
ORD-1282,2026-01-21,C012,P022,R09, PARTNER ,3,6825.0,0
ORD-1283,2026-05-16,C020,P005,R08, Mobile_App ,4,1995.0,0
ORD-1284,2026-04-19,C030,P018,R06, ONLINE ,7,2200.0,0.05
ORD-1285,2026-03-12,C040,P007,R99,offline,2,12255.0,0.15
ORD-1286,2026-02-22,C039,P999,R01,offline,2,1187.5,0.15
ORD-1287,2026-01-12,C014,P013,R01, ONLINE ,8,14900.0,0.2
ORD-1288,2026-05-09,C039,P010,R06,offline,4,10395.0,0.2
ORD-1289,2026-03-19,C020,P029,R05,online,3,2300.0,0.15
ORD-1290,2026-05-23,C032,P019,R01,partner,-3,17490.0,0.2
ORD-1291,2026-06-14,C027,P022,R03, Offline ,7,6825.0,0.15
ORD-1292,2026-04-07,C020,P006,R03,mobile_app,8,7900.0,0.05
ORD-1293,2026-01-15,C034,P018,R03, PARTNER ,7,2420.0,0.2
ORD-1294,2026-03-04,C060,P009,R08,partner,4,3664.5,0
ORD-1295,2026-01-24,C025,P018,R01,Online,4,2090.0,0.1
ORD-1021,2026-02-22,C058,P022,R01,Online,5,7150.0,0.1
ORD-1071,2026-04-14,C024,P023,R08, Mobile_App ,4,1837.5,0.2
ORD-1121,2026-05-29,C021,P012,R07, ONLINE ,3,8455.0,0.1
ORD-1171,2026-04-26,C005,P002,R02, Mobile_App ,1,3360.0,0.1
ORD-1221,2026-04-03,C009,P018,R02,Online,6,2420.0,0.2
